201308203-T-16-51-48_071
x,y,label
1192,123,0
1342,337,0
1220,342,0
1266,356,0
1780,1288,1
1954,1132,1
1207,144,0
1222,165,0
1237,187,0
1252,208,0
1267,230,0
1282,251,0
1297,272,0
1312,294,0
1327,315,0
1235,346,0
1250,351,0
1265,355,0
1795,1274,1
1810,1261,1
1825,1247,1
1840,1234,1
1855,1220,1
1870,1207,1
1885,1193,1
1900,1180,1
1915,1166,1
1930,1153,1
1945,1140,1
1207,144,0
1222,165,0
1237,187,0
1252,208,0
1267,230,0
1282,251,0
1297,272,0
1312,294,0
1327,315,0
1235,346,0
1250,351,0
1265,355,0
1795,1274,1
1810,1261,1
1825,1247,1
1840,1234,1
1855,1220,1
1870,1207,1
1885,1193,1
1900,1180,1
1915,1166,1
1930,1153,1
1945,1140,1
1250,340,0
1265,335,0
1280,330,0
1295,325,0
1310,320,0
1325,315,0
