201308203-T-16-34-31_049
x,y,label
1974,160,0
1995,220,0
983,640,0
1001,629,0
1989,202,0
998,630,0
1989,202,0
998,630,0
1013,623,0
1028,617,0
1043,610,0
1058,604,0
1073,597,0
1088,591,0
1103,584,0
1118,578,0
1133,571,0
1148,565,0
1163,558,0
1178,552,0
1193,545,0
1208,539,0
1223,532,0
1238,526,0
1253,519,0
1268,513,0
1283,506,0
1298,500,0
1313,493,0
1328,487,0
1343,480,0
1358,474,0
1373,468,0
1388,461,0
1403,455,0
1418,448,0
1433,442,0
1448,435,0
1463,429,0
1478,422,0
1493,416,0
1508,409,0
1523,403,0
1538,396,0
1553,390,0
1568,383,0
1583,377,0
1598,370,0
1613,364,0
1628,357,0
1643,351,0
1658,344,0
1673,338,0
1688,331,0
1703,325,0
1718,319,0
1733,312,0
1748,306,0
1763,299,0
1778,293,0
1793,286,0
1808,280,0
1823,273,0
1838,267,0
1853,260,0
1868,254,0
1883,247,0
1898,241,0
1913,234,0
1928,228,0
1943,221,0
1958,215,0
1973,208,0
1988,202,0
