201308203-T-16-36-57_060
x,y,label
704,871,0
675,773,0
1205,3,0
1287,31,0
690,823,0
1220,8,0
1235,13,0
1250,18,0
1265,23,0
1280,28,0
690,823,0
1220,8,0
1235,13,0
1250,18,0
1265,23,0
1280,28,0
705,799,0
720,776,0
735,753,0
750,730,0
765,707,0
780,684,0
795,661,0
810,638,0
825,615,0
840,592,0
855,569,0
870,546,0
885,523,0
900,500,0
915,477,0
930,453,0
945,430,0
960,407,0
975,384,0
990,361,0
1005,338,0
1020,315,0
1035,292,0
1050,269,0
1065,246,0
1080,223,0
1095,200,0
1110,177,0
1125,154,0
1140,131,0
1155,107,0
1170,84,0
1185,61,0
1200,38,0
1215,15,0
