201308203-T-16-54-15_080
x,y,label
1671,1500,0
1698,1304,0
716,348,1
733,297,1
1686,1391,0
731,303,1
1686,1391,0
731,303,1
746,320,0
761,337,0
776,354,0
791,371,0
806,388,0
821,405,0
836,422,0
851,439,0
866,456,0
881,473,0
896,490,0
911,508,0
926,525,0
941,542,0
956,559,0
971,576,0
986,593,0
1001,610,0
1016,627,0
1031,644,0
1046,661,0
1061,678,0
1076,696,0
1091,713,0
1106,730,0
1121,747,0
1136,764,0
1151,781,0
1166,798,0
1181,815,0
1196,832,0
1211,849,0
1226,866,0
1241,884,0
1256,901,0
1271,918,0
1286,935,0
1301,952,0
1316,969,0
1331,986,0
1346,1003,0
1361,1020,0
1376,1037,0
1391,1054,0
1406,1072,0
1421,1089,0
1436,1106,0
1451,1123,0
1466,1140,0
1481,1157,0
1496,1174,0
1511,1191,0
1526,1208,0
1541,1225,0
1556,1242,0
1571,1259,0
1586,1277,0
1601,1294,0
1616,1311,0
1631,1328,0
1646,1345,0
1661,1362,0
1676,1379,0
