201308203-T-16-59-30_097
x,y,label
1249,492,0
1311,614,0
990,673,0
1063,797,0
1622,67,0
1774,288,0
631,498,0
665,520,0
1690,1383,0
1731,1390,0
1264,521,0
1279,551,0
1294,580,0
1309,610,0
1005,698,0
1020,723,0
1035,749,0
1050,774,0
1637,88,0
1652,110,0
1667,132,0
1682,154,0
1697,176,0
1712,197,0
1727,219,0
1742,241,0
1757,263,0
1772,285,0
646,507,0
661,517,0
1705,1385,0
1720,1388,0
1264,521,0
1279,551,0
1294,580,0
1309,610,0
1005,698,0
1020,723,0
1035,749,0
1050,774,0
1637,88,0
1652,110,0
1667,132,0
1682,154,0
1697,176,0
1712,197,0
1727,219,0
1742,241,0
1757,263,0
1772,285,0
646,507,0
661,517,0
1705,1385,0
1720,1388,0
