201308203-T-16-52-52_075
x,y,label
931,587,0
958,587,0
771,910,0
761,931,0
961,1015,0
980,1025,0
1444,789,1
745,1253,1
946,587.0,0
976,1022,0
760,1243,1
775,1233,1
790,1223,1
805,1213,1
820,1203,1
835,1193,1
850,1183,1
865,1173,1
880,1163,1
895,1153,1
910,1143,1
925,1133,1
940,1123,1
955,1113,1
970,1103,1
985,1093,1
1000,1083,1
1015,1073,1
1030,1063,1
1045,1053,1
1060,1043,1
1075,1033,1
1090,1023,1
1105,1014,1
1120,1004,1
1135,994,1
1150,984,1
1165,974,1
1180,964,1
1195,954,1
1210,944,1
1225,934,1
1240,924,1
1255,914,1
1270,904,1
1285,894,1
1300,884,1
1315,874,1
1330,864,1
1345,854,1
1360,844,1
1375,834,1
1390,824,1
1405,814,1
1420,804,1
1435,794,1
946,587.0,0
976,1022,0
760,1243,1
775,1233,1
790,1223,1
805,1213,1
820,1203,1
835,1193,1
850,1183,1
865,1173,1
880,1163,1
895,1153,1
910,1143,1
925,1133,1
940,1123,1
955,1113,1
970,1103,1
985,1093,1
1000,1083,1
1015,1073,1
1030,1063,1
1045,1053,1
1060,1043,1
1075,1033,1
1090,1023,1
1105,1014,1
1120,1004,1
1135,994,1
1150,984,1
1165,974,1
1180,964,1
1195,954,1
1210,944,1
1225,934,1
1240,924,1
1255,914,1
1270,904,1
1285,894,1
1300,884,1
1315,874,1
1330,864,1
1345,854,1
1360,844,1
1375,834,1
1390,824,1
1405,814,1
1420,804,1
1435,794,1
961,804,0
