201308203-T-17-16-14_126
x,y,label
1087,250,1
1166,126,1
2044,1415,0
2024,1437,0
1102,226,1
1117,202,1
1132,179,1
1147,155,1
1162,132,1
2039,1420,0
1102,226,1
1117,202,1
1132,179,1
1147,155,1
1162,132,1
2039,1420,0
1177,154,1
1192,176,1
1207,198,1
1222,220,1
1237,242,1
1252,264,1
1267,286,1
1282,308,1
1297,330,1
1312,352,1
1327,374,1
1342,396,1
1357,418,1
1372,440,1
1387,462,1
1402,484,1
1417,506,1
1432,528,1
1447,550,1
1462,572,1
1477,594,1
1492,616,1
1507,638,1
1522,660,1
1537,682,1
1552,704,1
1567,726,1
1582,748,1
1597,770,1
1612,792,1
1627,814,1
1642,836,1
1657,858,1
1672,881,1
1687,903,1
1702,925,1
1717,947,1
1732,969,1
1747,991,1
1762,1013,1
1777,1035,1
1792,1057,1
1807,1079,1
1822,1101,1
1837,1123,1
1852,1145,1
1867,1167,1
1882,1189,1
1897,1211,1
1912,1233,1
1927,1255,1
1942,1277,1
1957,1299,1
1972,1321,1
1987,1343,1
2002,1365,1
2017,1387,1
2032,1409,1
