201308203-T-17-11-20_110.jpg
x,y,label
177,233,4
247,189,4
326,592,5
91,328,5
380,662,5
405,770,5
251,1015,5
277,1051,5
60,1382,4
109,1429,4
641,304,5
781,311,5
630,479,5
456,585,4
656,871,5
813,797,5
588,997,5
445,1130,5
439,1434,5
800,1449,5
1020,266,3
1167,296,5
1122,398,5
1074,325,5
914,682,3
859,818,5
830,1003,5
1057,1178,5
1012,1331,5
1106,1270,0
1393,282,5
1574,62,5
1459,595,5
1521,407,5
1364,726,5
1462,616,5
1543,1197,5
1485,1091,5
1458,1444,3
1470,1516,3
2024,42,5
1931,308,4
1839,584,5
1791,487,4
1760,828,4
1784,696,3
1727,1012,5
1859,1182,5
1982,1490,5
1906,1525,5
