201308203-T-16-38-31_067.jpg
x,y,label
250,270,5
357,271,5
231,486,3
214,338,5
177,836,5
276,752,3
335,1145,3
318,955,5
252,1517,5
55,1522,3
479,58,5
480,27,5
633,466,5
778,512,5
508,767,3
586,719,5
638,1219,5
469,1105,3
752,1245,5
813,1392,5
848,92,2
1138,21,2
1164,488,5
1124,371,3
1042,797,5
1046,759,5
858,948,5
846,1064,5
1072,1335,3
976,1476,5
1479,123,4
1564,133,4
1625,466,5
1235,482,5
1547,777,5
1611,717,5
1440,947,5
1303,1165,3
1385,1460,5
1443,1249,4
1736,143,5
1783,203,3
1954,502,3
1777,412,3
1825,710,5
1662,793,5
1838,1191,3
1837,930,3
1895,1244,3
1671,1502,0
