201308203-T-16-33-35_046.jpg
x,y,label
45,88,3
24,286,5
326,498,3
105,539,2
114,723,2
311,863,5
144,1118,3
373,966,5
92,1339,3
120,1414,5
680,133,5
667,121,5
623,376,5
806,591,5
416,800,5
641,646,5
648,1020,5
488,1205,5
572,1458,2
762,1383,4
1033,211,3
1219,98,4
1007,458,4
1028,344,3
1158,906,3
929,768,3
1051,1057,3
1094,1085,3
1204,1311,5
1212,1375,5
1297,146,4
1546,230,3
1363,566,2
1250,532,5
1270,846,3
1622,702,4
1556,1171,5
1488,1138,5
1437,1330,5
1269,1369,2
1898,98,4
1739,275,5
1696,397,3
1963,545,3
1994,711,5
1903,664,5
1861,1186,3
1759,956,3
1652,1272,3
1801,1265,3
