201308203-T-17-17-03_129.jpg
x,y,label
307,252,5
91,197,4
362,324,5
380,453,5
104,620,5
143,807,5
211,1117,5
133,1124,5
91,1503,5
331,1489,5
445,222,5
626,209,5
588,594,5
722,543,5
707,651,5
734,729,5
573,1212,5
808,1117,5
745,1472,5
490,1508,5
1038,161,5
1089,268,5
988,372,5
851,457,5
1111,727,5
1013,788,5
870,1163,5
1072,1174,5
1119,1323,5
1099,1517,5
1323,307,5
1541,237,5
1360,331,5
1441,409,5
1538,676,5
1538,647,5
1421,1219,5
1568,1127,5
1486,1510,5
1460,1461,5
1842,279,5
2018,291,5
1827,414,5
1762,514,5
1851,620,5
1654,862,5
1939,924,5
1859,1128,3
1891,1407,5
1812,1274,5
