201308203-T-17-10-21_107.jpg
x,y,label
305,254,5
23,91,3
277,611,5
45,395,5
110,714,5
278,767,5
197,1134,5
172,1011,5
199,1271,3
369,1254,5
768,91,3
806,68,3
529,504,5
806,613,5
715,856,3
793,673,5
782,1100,5
419,1099,5
466,1501,5
713,1250,5
1004,200,5
1043,70,3
921,423,3
966,542,4
1020,778,3
1146,816,5
924,1176,5
954,1174,5
1064,1379,5
1116,1234,5
1357,228,3
1490,279,3
1389,492,5
1334,400,3
1540,764,5
1391,816,5
1352,997,5
1275,1212,5
1486,1509,3
1552,1482,5
1906,124,3
1692,162,5
1898,315,3
1645,378,5
1779,711,5
1756,701,5
1963,949,5
1777,1034,5
1838,1326,4
1797,1391,5
