201308203-T-17-36-19_157.jpg
x,y,label
185,96,5
275,299,5
382,525,5
379,363,5
290,751,5
207,824,5
387,1006,5
241,1074,5
227,1434,5
179,1318,5
672,121,5
818,204,5
502,475,5
809,493,5
468,681,5
730,662,5
749,1095,5
675,1205,5
649,1301,5
712,1486,5
1185,81,5
924,174,5
1070,565,5
1099,400,5
1012,746,5
919,771,5
995,955,5
1107,979,5
926,1354,5
1020,1243,5
1566,112,5
1432,120,5
1456,478,5
1465,341,5
1518,700,5
1410,733,5
1256,1113,5
1490,1210,5
1426,1290,5
1363,1339,5
1688,211,5
1743,217,5
1736,452,5
1757,385,5
1904,815,5
1939,787,5
1707,1150,5
1986,966,5
1978,1360,5
2017,1468,5
