201308203-T-16-53-20_077.jpg
x,y,label
374,18,3
281,246,5
389,405,4
259,382,5
263,698,5
241,899,5
344,1173,3
395,1178,3
56,1502,5
207,1444,5
536,104,3
733,165,4
687,542,4
692,387,4
443,835,4
570,751,4
685,945,4
453,1138,3
456,1494,3
590,1386,3
994,172,3
1000,172,2
825,563,5
1026,474,3
1049,879,5
982,633,4
971,929,5
938,1043,5
1042,1326,5
984,1496,5
1526,300,4
1314,99,3
1507,335,4
1416,520,5
1512,848,5
1547,895,3
1372,1040,5
1447,1167,5
1390,1457,5
1589,1376,5
2004,38,4
1682,90,4
1987,433,3
1973,572,3
1834,796,3
1885,773,2
1639,1016,5
1812,1096,5
1825,1429,5
1651,1497,5
