201308203-T-16-59-44_098.jpg
x,y,label
22,232,5
222,240,5
265,582,3
183,500,5
224,873,5
130,880,3
248,963,5
288,1217,5
298,1518,3
191,1310,5
464,235,5
487,109,5
495,425,3
758,510,5
573,643,3
705,674,5
451,1163,5
751,1144,5
589,1273,5
715,1244,5
1167,206,5
1118,136,5
1186,483,5
1165,597,5
1064,785,5
934,864,5
965,1222,3
1210,982,3
1132,1383,5
984,1248,3
1326,54,5
1566,109,3
1448,427,0
1408,473,0
1432,702,5
1513,858,5
1354,1070,5
1294,1217,5
1432,1471,5
1257,1251,3
1635,172,3
1852,33,5
1695,387,5
1733,579,5
1689,853,5
1780,847,5
1736,1077,5
1884,1033,5
1842,1300,5
1871,1368,5
