201308203-T-16-20-05_016.jpg
x,y,label
117,277,5
394,81,2
122,332,3
363,382,5
85,884,5
405,857,3
34,1078,3
88,1037,2
387,1425,5
323,1403,5
474,241,3
604,91,2
547,543,2
811,427,3
668,628,3
759,846,3
783,952,5
758,1205,5
698,1350,5
459,1425,3
1052,149,3
1200,139,5
1108,579,5
1189,612,3
845,760,5
1153,792,3
925,1081,3
917,1213,5
1116,1248,3
956,1351,3
1229,12,5
1545,312,5
1629,514,3
1413,387,3
1249,815,3
1503,843,3
1374,985,3
1253,1174,2
1338,1249,2
1554,1326,2
1951,208,5
1929,25,5
2000,491,2
1645,471,3
1761,899,3
1884,638,3
2007,1152,3
1941,1018,5
1912,1284,2
1881,1290,2
