201308203-T-16-54-15_080.jpg
x,y,label
132,207,3
254,46,3
251,376,3
282,413,3
333,749,3
323,720,5
248,1158,5
206,1169,5
302,1444,3
218,1269,5
769,155,3
759,290,5
600,588,3
448,539,5
529,687,5
731,757,5
541,929,3
611,1188,5
803,1360,5
704,1495,3
1006,205,3
1039,201,3
956,382,3
825,419,3
1109,750,3
1107,862,3
1011,1061,5
1155,1180,3
1031,1362,5
939,1234,3
1464,39,3
1317,249,3
1322,436,5
1486,317,3
1598,820,4
1545,712,4
1458,1161,4
1380,927,4
1517,1429,3
1598,1410,0
1637,180,3
1660,310,3
1884,511,4
1917,450,5
1665,836,4
1956,648,3
2013,1064,5
1958,1033,3
1987,1362,5
1937,1396,5
