201308203-T-17-38-34_166.jpg
x,y,label
26,227,5
203,308,5
42,543,5
253,555,5
73,907,5
227,666,5
221,983,5
184,1036,5
330,1368,5
407,1459,5
575,270,5
672,43,5
614,373,5
435,546,5
575,879,5
808,628,5
546,1106,5
759,1123,5
453,1411,5
734,1335,5
877,251,5
953,133,5
1013,522,5
1002,608,5
975,743,5
1153,908,5
1055,952,5
827,1172,5
992,1449,5
962,1411,5
1624,23,5
1587,41,5
1451,606,5
1618,595,5
1480,818,5
1367,725,5
1309,1201,5
1358,997,5
1268,1465,5
1282,1414,5
1714,46,5
1864,294,5
1977,337,5
1945,377,5
1680,711,5
1926,851,5
1961,976,5
1872,1198,5
1884,1501,5
1821,1293,5
