201308203-T-16-56-35_089.jpg
x,y,label
209,254,3
347,180,5
154,503,5
209,433,5
103,781,4
358,786,5
246,1006,5
330,1196,5
142,1318,4
67,1417,5
560,91,5
771,147,5
624,458,3
647,468,3
466,626,5
791,770,5
437,963,5
750,1159,5
530,1282,5
527,1312,5
1181,125,5
1083,194,5
1153,529,5
1128,449,5
1059,846,5
1091,664,5
981,1047,5
1051,977,5
1226,1435,5
931,1314,5
1504,111,5
1333,191,5
1465,381,5
1630,582,3
1236,759,5
1412,725,5
1233,1037,5
1606,927,3
1625,1441,3
1604,1443,3
1758,44,5
1688,29,5
1726,417,5
1758,429,5
1876,861,3
1743,714,5
1856,962,5
1816,1054,5
1947,1487,5
1982,1404,5
