201308203-T-16-31-01_037.jpg
x,y,label
150,85,5
401,111,3
241,600,5
154,511,5
143,778,5
346,773,5
331,940,4
333,1096,4
238,1300,4
265,1307,4
583,270,5
530,99,5
729,465,5
519,577,5
659,762,3
589,779,5
481,1027,4
561,1139,4
684,1238,3
679,1430,5
1152,179,5
846,48,5
1199,430,4
932,360,5
1156,734,5
1043,903,3
1218,999,3
1192,1128,3
1066,1366,3
1135,1444,3
1260,128,5
1576,253,5
1469,317,3
1520,507,5
1524,856,3
1488,823,3
1381,1222,5
1254,1024,3
1231,1394,5
1375,1513,3
1762,311,3
1857,184,5
1901,521,5
1812,590,3
1663,789,5
1920,889,3
1807,1087,3
1970,1071,5
1961,1357,5
1868,1400,5
