-23.483145,79.641597,-9.994212
-25.508387,77.585077,-10.685825
-30.022988,79.725797,-9.004531
-21.589391,76.769258,-10.547743
-27.063030,80.722536,-9.617494
-28.934253,80.991797,-7.990568
-27.118481,81.243534,-9.294049
-24.201237,80.948752,-9.292349
-16.751432,76.298953,-8.798779
-19.544706,79.015241,-8.843063
-26.259415,77.849741,-10.573903
-22.840008,79.245988,-10.014731
-27.208371,80.630756,-9.646115
-28.705296,80.467425,-9.267776
-20.283186,78.210708,-9.709014
-27.029066,81.355984,-9.222231
-21.467942,79.846322,-9.329333
-26.097308,81.193388,-9.401486
-16.901323,76.397315,-8.797805
-17.956631,77.044744,-9.193142
-19.765425,76.969925,-9.885223
-25.120805,78.090073,-10.521252
-24.792992,80.458294,-9.786848
-25.684179,79.820377,-10.085503
-24.142172,80.515196,-9.688906
-24.458750,81.090599,-9.384785
-22.528534,79.906238,-9.655343
-21.115092,79.506460,-9.401261
-17.522303,76.796214,-9.063434
-20.127632,79.262840,-9.042229
-28.453561,80.413838,-9.425503
-22.393174,80.367512,-9.340788
-23.939424,81.019835,-9.293580
-24.312381,81.069977,-9.311801
-19.750212,78.317765,-9.436080
-24.070918,81.529930,-8.886536
-18.472294,77.221600,-9.388881
-20.932223,79.051188,-9.592336
-16.683401,75.836590,-9.060323
-20.026486,79.705122,-8.302428
-28.512169,78.469711,-10.075264
-26.758581,77.133309,-10.682043
-26.182372,77.595643,-10.573492
-26.904294,80.565275,-9.696448
-24.734075,81.655067,-8.651413
-26.336218,81.196647,-9.299837
-26.640243,81.705637,-8.956208
-26.934354,81.545694,-8.883084
-25.459176,79.912891,-10.028307
-28.410804,80.552315,-9.396391
-29.002464,76.358064,-10.358824
-29.874268,76.719398,-10.052066
-31.894585,75.778224,-8.972503
-30.113128,76.270735,-9.972402
-26.533786,78.924803,-10.256924
-20.936047,77.790098,-10.141791
-25.311279,80.365859,-9.865456
-22.322905,78.535843,-10.172881
-26.411206,81.902696,-8.711291
-30.130728,80.076050,-8.570827
-31.190117,76.467132,-9.416760
-29.158519,76.640463,-10.284364
-28.516372,76.647744,-10.478999
-23.922697,81.455420,-8.259414
-26.756279,76.241012,-10.835622
-27.143928,78.045268,-10.481180
-24.673843,80.336840,-9.789187
-20.322105,79.620449,-8.658277
-18.502367,77.738594,-9.083758
-20.968254,80.457561,-8.056825
-30.179335,76.326990,-9.936872
-29.530561,76.742404,-10.199583
-24.840111,76.423458,-10.918418
-29.427584,79.178144,-9.636414
-24.830230,81.827260,-8.687408
-25.670481,81.696891,-8.991408
-24.439954,81.173197,-9.292256
-21.272169,80.530590,-8.428878
-25.259488,81.983846,-7.883166
-23.935074,81.759337,-8.056856
-28.468471,76.236711,-10.505002
-25.627374,75.098137,-11.069810
-26.977586,81.681064,-8.297674
-30.795299,76.145682,-9.683362
-27.950794,80.777233,-9.352036
-25.879992,81.873479,-8.532761
-27.480280,81.263082,-8.883534
-29.110570,80.705815,-7.665475
-24.584467,81.790591,-8.660958
-21.132126,80.469182,-8.384394
-27.432613,81.418556,-8.559614
-20.367987,76.471817,-10.289312
-25.569919,81.655648,-7.619200
-26.901656,81.619909,-7.788752
-26.991230,81.348261,-7.236199
-27.129098,81.700482,-8.073412
-26.555886,81.724373,-7.416130
-27.246655,81.629246,-8.413896
-29.478172,80.394772,-8.841591
-29.294392,80.676427,-7.778051
-28.863987,79.922571,-9.532422
-27.881702,77.185447,-10.457242
-27.669734,80.311251,-9.683149
-27.189919,81.597154,-8.840147
-27.347501,81.759365,-8.675163
-25.471513,81.833555,-8.754108
-25.431011,81.763803,-8.077800
-27.132160,80.749668,-7.225157
-22.350428,81.177536,-8.170839
-23.246455,81.512339,-8.130198
-23.027194,78.366627,-10.318926
-30.023201,79.074325,-9.379737
-27.931103,81.678744,-8.128704
-26.767554,81.570095,-8.886644
-22.117033,80.808074,-8.187750
-29.878110,80.419062,-8.402905
-28.583600,81.364837,-8.199036
-25.362660,82.032153,-8.021478
-20.356883,79.908269,-7.742551
-21.910086,80.709365,-7.488988
-30.097301,77.607193,-9.725128
-27.797275,80.052115,-9.793230
-27.620867,81.693326,-8.285701
-25.846560,81.609892,-9.096263
-27.614097,81.733705,-8.381651
-26.241721,81.897219,-8.492501
-20.766488,79.769628,-7.114906
-17.773987,77.775812,-8.293884
-23.921820,81.238808,-7.430299
-21.698279,80.606056,-7.579580
-25.379585,77.078347,-10.724572
-26.476468,81.555939,-9.126248
-19.251280,78.765575,-8.824084
-16.137871,75.221972,-8.999080
-21.939760,80.973063,-8.218095
-23.933023,81.579967,-8.743183
-20.745229,79.955940,-8.806796
-22.308720,80.979371,-8.682546
-17.013084,77.265382,-7.632315
-27.496930,81.440297,-7.602684
-27.663406,78.467268,-10.271954
-28.141673,79.796459,-9.783746
-27.606262,81.346613,-9.090037
-23.376668,81.548536,-8.451117
-27.635495,81.643889,-8.712623
-28.705906,81.116784,-8.800843
-20.512521,79.964692,-8.557290
-25.060439,81.973181,-8.144685
-21.092260,80.274599,-7.829520
-23.446102,81.581529,-8.282618
-30.251351,78.242135,-9.501941
-28.419911,76.257388,-10.519217
-29.469935,80.331826,-8.646157
-30.552863,79.417517,-8.684350
-28.996404,80.796373,-7.458926
-27.344930,81.608259,-8.699266
-31.482976,78.158435,-8.358324
-30.711212,79.496040,-8.188607
-27.516421,81.601636,-8.809609
-28.110586,80.601202,-9.420429
-30.539179,76.524477,-9.829717
-31.428243,76.972806,-9.066850
-26.949915,81.957903,-8.071027
-26.456158,81.897755,-7.721209
-24.258911,81.803266,-8.403108
-25.053544,81.951850,-8.396405
-26.956602,81.942125,-8.177622
-24.304571,81.130522,-6.967466
-29.828492,80.485644,-8.274956
-30.879083,79.257714,-8.185568
-28.965577,77.244036,-10.200995
-26.314348,78.572546,-10.330641
-29.353724,80.675786,-8.495750
-30.642543,79.582656,-8.235049
